ProductKey	ProductAlternateKey	ProductSubcategoryKey	WeightUnitMeasureCode	SizeUnitMeasureCode	EnglishProductName	SpanishProductName	FrenchProductName	StandardCost	FinishedGoodsFlag	Color	SafetyStockLevel	ReorderPoint	ListPrice	Size	SizeRange	Weight	DaysToManufacture	ProductLine	DealerPrice	Class	Style	ModelName	EnglishDescription	FrenchDescription	ChineseDescription	ArabicDescription	HebrewDescription	ThaiDescription	GermanDescription	JapaneseDescription	TurkishDescription	StartDate	EndDate	Status	EnglishProductSubcategoryName	EnglishProductCategoryName
68	HN-5400				Hex Nut 2				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
69	HN-5811				Hex Nut 20				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
70	HN-5818				Hex Nut 21				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
71	HN-6320				Hex Nut 3				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
72	HN-7161				Hex Nut 14				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
73	HN-7162				Hex Nut 15				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
74	HN-8320				Hex Nut 4				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
75	HN-9161				Hex Nut 18				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
76	HN-9168				Hex Nut 19				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
81	KW-4091				Keyed Washer				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
82	LE-1000				External Lock Washer 3				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
83	LE-1200				External Lock Washer 4				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
84	LE-1201				External Lock Washer 9				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
85	LE-1400				External Lock Washer 5				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
86	LE-3800				External Lock Washer 7				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
87	LE-5160				External Lock Washer 6				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
88	LE-6000				External Lock Washer 1				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
89	LE-7160				External Lock Washer 8				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
90	LE-8000				External Lock Washer 2				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
91	LI-1000				Internal Lock Washer 3				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
92	LI-1200				Internal Lock Washer 4				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
93	LI-1201				Internal Lock Washer 9				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
94	LI-1400				Internal Lock Washer 5				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
95	LI-3800				Internal Lock Washer 7				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
96	LI-5160				Internal Lock Washer 6				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
97	LI-5800				Internal Lock Washer 10				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
98	LI-6000				Internal Lock Washer 1				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
99	LI-7160				Internal Lock Washer 8				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
100	LI-8000				Internal Lock Washer 2				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
101	LJ-1213				Thin-Jam Lock Nut 9				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
102	LJ-1220				Thin-Jam Lock Nut 10				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
103	LJ-1420				Thin-Jam Lock Nut 1				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
104	LJ-1428				Thin-Jam Lock Nut 2				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
105	LJ-3410				Thin-Jam Lock Nut 15				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
106	LJ-3416				Thin-Jam Lock Nut 16				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
107	LJ-3816				Thin-Jam Lock Nut 5				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
108	LJ-3824				Thin-Jam Lock Nut 6				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
109	LJ-5161				Thin-Jam Lock Nut 3				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
110	LJ-5162				Thin-Jam Lock Nut 4				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
111	LJ-5811				Thin-Jam Lock Nut 13				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
112	LJ-5818				Thin-Jam Lock Nut 14				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
113	LJ-7161				Thin-Jam Lock Nut 7				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
114	LJ-7162				Thin-Jam Lock Nut 8				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
115	LJ-9080				Thin-Jam Lock Nut 12				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
116	LJ-9161				Thin-Jam Lock Nut 11				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
117	LN-1024				Lock Nut 5				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
118	LN-1032				Lock Nut 6				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
119	LN-1213				Lock Nut 16				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
120	LN-1220				Lock Nut 17				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
121	LN-1224				Lock Nut 7				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
122	LN-1420				Lock Nut 8				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
123	LN-1428				Lock Nut 9				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
124	LN-3410				Lock Nut 22				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
125	LN-3416				Lock Nut 23				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
126	LN-3816				Lock Nut 12				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
127	LN-3824				Lock Nut 13				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
128	LN-4400				Lock Nut 1				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
129	LN-5161				Lock Nut 10				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
130	LN-5162				Lock Nut 11				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
131	LN-5400				Lock Nut 2				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
132	LN-5811				Lock Nut 20				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
133	LN-5818				Lock Nut 21				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
134	LN-6320				Lock Nut 3				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
135	LN-7161				Lock Nut 14				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
136	LN-7162				Lock Nut 15				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
137	LN-8320				Lock Nut 4				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
138	LN-9080				Lock Nut 19				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
139	LN-9161				Lock Nut 18				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
141	LR-8520				Lower Head Race				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
142	LW-1000				Lock Washer 4				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
143	LW-1200				Lock Washer 5				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
144	LW-1201				Lock Washer 10				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
145	LW-1400				Lock Washer 6				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
146	LW-3400				Lock Washer 13				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
147	LW-3800				Lock Washer 8				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
148	LW-4000				Lock Washer 1				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
149	LW-5160				Lock Washer 7				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
150	LW-5800				Lock Washer 12				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
151	LW-6000				Lock Washer 2				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
152	LW-7160				Lock Washer 9				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
153	LW-8000				Lock Washer 3				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
154	LW-9160				Lock Washer 11				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
155	MA-7075				Metal Angle				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
156	MB-2024				Metal Bar 1				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
157	MB-6061				Metal Bar 2				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
158	MP-2066				Metal Plate 2				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
159	MP-2503				Metal Plate 1				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
160	MP-4960				Metal Plate 3				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
161	MS-0253				Metal Sheet 2				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
162	MS-1256				Metal Sheet 3				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
163	MS-1981				Metal Sheet 7				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
164	MS-2259				Metal Sheet 4				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
165	MS-2341				Metal Sheet 5				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
166	MS-2348				Metal Sheet 6				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
167	MS-6061				Metal Sheet 1				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
168	MT-1000				Metal Tread Plate				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
170	NI-9522				HL Nipple				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
176	PB-6109				Pinch Bolt				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
177	RA-2345				Cup-Shaped Race				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
178	RA-7490				Cone-Shaped Race				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
179	RF-9198				Reflector				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
200	SK-9283				Spokes				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
201	SL-0931				Seat Lug				False	NA	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
13	CS-2812				Chain Stays				False	NA	1000	750			NA		1															7/1/2003 12:00:00 AM		Current		
17	EC-M092				Mountain End Caps				False	NA	1000	750			NA		1															7/1/2003 12:00:00 AM		Current		
18	EC-R098				Road End Caps				False	NA	1000	750			NA		1															7/1/2003 12:00:00 AM		Current		
19	EC-T209				Touring End Caps				False	NA	1000	750			NA		1															7/1/2003 12:00:00 AM		Current		
169	NI-4127				LL Nipple				False	NA	1000	750			NA		0			L												7/1/2003 12:00:00 AM		Current		
3	BE-2349				BB Ball Bearing				False	NA	800	600			NA		1															7/1/2003 12:00:00 AM		Current		
4	BE-2908				Headset Ball Bearings				False	NA	800	600			NA		0															7/1/2003 12:00:00 AM		Current		
5	BL-2036				Blade				False	NA	800	600			NA		1															7/1/2003 12:00:00 AM		Current		
16	DT-2377				Down Tube				False	NA	800	600			NA		1															7/1/2003 12:00:00 AM		Current		
20	FE-3760				Fork End				False	NA	800	600			NA		1															7/1/2003 12:00:00 AM		Current		
31	FC-3654				Fork Crown				False	NA	800	600			NA		1															7/1/2003 12:00:00 AM		Current		
34	GP-0982				Guide Pulley				False	NA	800	600			NA		0															7/1/2003 12:00:00 AM		Current		
35	GT-0820				LL Grip Tape				False	NA	800	600			NA		0			L												7/1/2003 12:00:00 AM		Current		
36	GT-1209				ML Grip Tape				False	NA	800	600			NA		0			M												7/1/2003 12:00:00 AM		Current		
37	GT-2908				HL Grip Tape				False	NA	800	600			NA		0															7/1/2003 12:00:00 AM		Current		
77	HT-2981				Handlebar Tube				False	NA	800	600			NA		1															7/1/2003 12:00:00 AM		Current		
78	HT-8019				Head Tube				False	NA	800	600			NA		1															7/1/2003 12:00:00 AM		Current		
79	HU-6280				LL Hub				False	NA	500	375			NA		1			L												7/1/2003 12:00:00 AM		Current		
80	HU-8998				HL Hub				False	NA	500	375			NA		1															7/1/2003 12:00:00 AM		Current		
171	PA-187B				Paint - Black				False	NA	60	45			NA		0															7/1/2003 12:00:00 AM		Current		
172	PA-361R				Paint - Red				False	NA	60	45			NA		0															7/1/2003 12:00:00 AM		Current		
173	PA-529S				Paint - Silver				False	NA	60	45			NA		0															7/1/2003 12:00:00 AM		Current		
174	PA-632U				Paint - Blue				False	NA	60	45			NA		0															7/1/2003 12:00:00 AM		Current		
175	PA-823Y				Paint - Yellow				False	NA	60	45			NA		0															7/1/2003 12:00:00 AM		Current		
187	SA-M198				LL Mountain Seat Assembly				False	NA	500	375			NA		1			L												7/1/2003 12:00:00 AM		Current		
188	SA-M237				ML Mountain Seat Assembly				False	NA	500	375			NA		1			M												7/1/2003 12:00:00 AM		Current		
189	SA-M687				HL Mountain Seat Assembly				False	NA	500	375			NA		1															7/1/2003 12:00:00 AM		Current		
190	SA-R127				LL Road Seat Assembly				False	NA	500	375			NA		1			L												7/1/2003 12:00:00 AM		Current		
191	SA-R430				ML Road Seat Assembly				False	NA	500	375			NA		1			M												7/1/2003 12:00:00 AM		Current		
192	SA-R522				HL Road Seat Assembly				False	NA	500	375			NA		1															7/1/2003 12:00:00 AM		Current		
193	SA-T467				LL Touring Seat Assembly				False	NA	500	375			NA		1			L												7/1/2003 12:00:00 AM		Current		
194	SA-T612				ML Touring Seat Assembly				False	NA	500	375			NA		1			M												7/1/2003 12:00:00 AM		Current		
195	SA-T872				HL Touring Seat Assembly				False	NA	500	375			NA		1															7/1/2003 12:00:00 AM		Current		
196	SD-2342				LL Spindle/Axle				False	NA	500	375			NA		0			L												7/1/2003 12:00:00 AM		Current		
197	SD-9872				HL Spindle/Axle				False	NA	500	375			NA		0															7/1/2003 12:00:00 AM		Current		
198	SH-4562				LL Shell				False	NA	800	600			NA		0			L												7/1/2003 12:00:00 AM		Current		
199	SH-9312				HL Shell				False	NA	800	600			NA		0															7/1/2003 12:00:00 AM		Current		
202	SM-9087				Stem				False	NA	500	375			NA		1															7/1/2003 12:00:00 AM		Current		
203	SP-2981				Seat Post				False	NA	500	375			NA		0															7/1/2003 12:00:00 AM		Current		
204	SR-2098				Steerer				False	NA	500	375			NA		1															7/1/2003 12:00:00 AM		Current		
205	SS-2985				Seat Stays				False	NA	800	600			NA		1															7/1/2003 12:00:00 AM		Current		
206	ST-9828				Seat Tube				False	NA	500	375			NA		1															7/1/2003 12:00:00 AM		Current		
207	TO-2301				Top Tube				False	NA	500	375			NA		1															7/1/2003 12:00:00 AM		Current		
208	TP-0923				Tension Pulley				False	NA	800	600			NA		0															7/1/2003 12:00:00 AM		Current		
6	CA-5965				LL Crankarm				False	Black	500	375			NA		0			L												7/1/2003 12:00:00 AM		Current		
7	CA-6738				ML Crankarm				False	Black	500	375			NA		0			M												7/1/2003 12:00:00 AM		Current		
8	CA-7457				HL Crankarm				False	Black	500	375			NA		0															7/1/2003 12:00:00 AM		Current		
9	CB-2903				Chainring Bolts				False	Silver	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
10	CN-6137				Chainring Nut				False	Silver	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
11	CR-7833				Chainring				False	Black	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
21	FH-2981				Freewheel				False	Silver	500	375			NA		0															7/1/2003 12:00:00 AM		Current		
32	FC-3982				Front Derailleur Cage				False	Silver	800	600			NA		0															7/1/2003 12:00:00 AM		Current		
33	FL-2301				Front Derailleur Linkage				False	Silver	800	600			NA		0															7/1/2003 12:00:00 AM		Current		
140	LR-2398				Lock Ring				False	Silver	1000	750			NA		0															7/1/2003 12:00:00 AM		Current		
209	RC-0291				Rear Derailleur Cage				False	Silver	500	375			NA		0															7/1/2003 12:00:00 AM		Current		
223	CA-1098	19			AWC Logo Cap			$5.71	True	Multi	4	3	$8.64		NA		0	S	$5.1865		U	Cycling Cap	Traditional style with a flip-up brim; one-size fits all.	Style classique avec une visière relevable ; taille unique.	经典式样，带有翻边；均码。	نمط تقليدي ذو حافة قابلة للانقلاب لأعلى، بحجم واحد يلائم الجميع.	סגנון מסורתי עם מצחייה מתרוממת; גודל אחד מתאים לכולם.	แบบดั้งเดิม พร้อมขอบพับ ใช้ได้กับทุกคน	"""Traditionelles Design mit Klapprand, Einheitsgröße."""	跳ね上げ式のつばを持つトラディショナルなスタイルで、フリーサイズです。	"""Klasik stil, herkese uygun tek bir boyda."""	7/1/2011 12:00:00 AM	12/28/2007 12:00:00 AM		Caps	Clothing
224	CA-1098	19			AWC Logo Cap			$5.23	True	Multi	4	3	$8.64		NA		0	S	$5.1865		U	Cycling Cap	Traditional style with a flip-up brim; one-size fits all.	Style classique avec une visière relevable ; taille unique.	经典式样，带有翻边；均码。	نمط تقليدي ذو حافة قابلة للانقلاب لأعلى، بحجم واحد يلائم الجميع.	סגנון מסורתי עם מצחייה מתרוממת; גודל אחד מתאים לכולם.	แบบดั้งเดิม พร้อมขอบพับ ใช้ได้กับทุกคน	"""Traditionelles Design mit Klapprand, Einheitsgröße."""	跳ね上げ式のつばを持つトラディショナルなスタイルで、フリーサイズです。	"""Klasik stil, herkese uygun tek bir boyda."""	7/1/2012 12:00:00 AM	12/27/2008 12:00:00 AM		Caps	Clothing
225	CA-1098	19			AWC Logo Cap			$6.92	True	Multi	4	3	$8.99		NA		0	S	$5.394		U	Cycling Cap	Traditional style with a flip-up brim; one-size fits all.	Style classique avec une visière relevable ; taille unique.	经典式样，带有翻边；均码。	نمط تقليدي ذو حافة قابلة للانقلاب لأعلى، بحجم واحد يلائم الجميع.	סגנון מסורתי עם מצחייה מתרוממת; גודל אחד מתאים לכולם.	แบบดั้งเดิม พร้อมขอบพับ ใช้ได้กับทุกคน	"""Traditionelles Design mit Klapprand, Einheitsgröße."""	跳ね上げ式のつばを持つトラディショナルなスタイルで、フリーサイズです。	"""Klasik stil, herkese uygun tek bir boyda."""	7/1/2013 12:00:00 AM		Current	Caps	Clothing
212	HL-U509-R	31			Sport-100 Helmet, Red	Casco deportivo: 100, rojo	Casque sport 100, rouge	$12.03	True	Red	4	3	$33.64		NA		0	S	$20.1865			Sport-100	Universal fit, well-vented, lightweight , snap-on visor.	Légère, aérée, taille unique, avec une visière amovible.	通用型透气良好且轻便，带有自合型帽沿。	ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.	מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.	แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา	"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz."""	軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。	"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası."""	7/1/2011 12:00:00 AM	12/28/2007 12:00:00 AM		Helmets	Accessories
213	HL-U509-R	31			Sport-100 Helmet, Red	Casco deportivo: 100, rojo	Casque sport 100, rouge	$13.88	True	Red	4	3	$33.64		NA		0	S	$20.1865			Sport-100	Universal fit, well-vented, lightweight , snap-on visor.	Légère, aérée, taille unique, avec une visière amovible.	通用型透气良好且轻便，带有自合型帽沿。	ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.	מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.	แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา	"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz."""	軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。	"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası."""	7/1/2012 12:00:00 AM	12/27/2008 12:00:00 AM		Helmets	Accessories
214	HL-U509-R	31			Sport-100 Helmet, Red	Casco deportivo: 100, rojo	Casque sport 100, rouge	$13.09	True	Red	4	3	$34.99		NA		0	S	$20.994			Sport-100	Universal fit, well-vented, lightweight , snap-on visor.	Légère, aérée, taille unique, avec une visière amovible.	通用型透气良好且轻便，带有自合型帽沿。	ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.	מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.	แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา	"""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz."""	軽量で通気性に優れたユニバーサル フィットのスナップ オン バイザー。	"""Her bisiklete kolayca takılabilen, aerodinamik, hafif dikiz aynası."""	7/1/2013 12:00:00 AM		Current	Helmets	Accessories
